x,y,p
34.4263886,-117.3008784,92147
34.1808392,-118.3089661,104709
33.8958492,-118.2200712,97877
37.0298687,-76.3452218,136699
34.0232431,-84.3615555,94034
42.6525793,-73.7562317,98424
42.2042586,-72.6162009,40249
47.1853785,-122.2928974,38609
42.0111412,-87.8406192,37839
39.8814519,-83.0929644,37490
41.2375569,-80.8184166,40768
42.5803122,-83.0302033,131224
38.4087993,-121.3716178,161007
37.6879241,-122.4702079,104739
33.8703596,-117.9242966,138981
32.5251516,-93.7501789,200327
45.6387281,-122.6614861,167405
40.8257625,-96.6851982,268738
32.735687,-97.1080656,379577
36.1539816,-95.992775,398121
38.7071247,-121.2810611,85285
37.4852152,-122.2363548,80872
30.2265949,-93.2173758,74024
26.3184123,-80.0997657,78041
33.2098407,-87.5691735,95334
40.2170534,-74.7429384,84349
42.5847425,-87.8211854,99889
33.046233,-96.994174,101074
39.9567548,-86.01335,83891
41.223,-111.9738304,84249
34.0625106,-118.1228476,61085
38.4495688,-78.8689155,51395
29.2108147,-81.0228331,62316
46.2856907,-119.2844621,52413
44.0247062,-88.5426136,66778
41.1399814,-104.8202462,62448
30.6332618,-97.6779842,54898
40.5142026,-88.9906312,54664
35.0886963,-92.4421011,63816
41.7317884,-93.6001278,51567
40.7933949,-77.8600012,41757
35.7344538,-81.3444573,40361
36.7280583,-108.2186856,45426
37.9974219,-121.7124536,38194
30.7235263,-95.5507771,39795
33.9462125,-84.3346473,47591
33.6000232,-117.6719953,96346
33.9616801,-118.3531311,111542
27.2730492,-80.3582261,171016
33.5539143,-117.2139232,107479
34.1477849,-118.1445155,139731
42.3600825,-71.0588801,645966
39.0997265,-94.5785667,467007
47.2528768,-122.4442906,203446
41.9778795,-91.6656232,128429
42.4989936,-83.3677168,81295
34.0852868,-117.9608978,76635
42.7070354,-71.1631137,77657
37.5933918,-122.0438298,72528
33.9164032,-118.3525748,86199
25.790654,-80.1300455,91026
39.5349112,-119.7526886,93282
26.2159066,-98.3252932,81050
40.2968979,-111.6946475,91648
33.9830688,-118.096735,63771
33.8583483,-118.0647871,49707
37.4418834,-122.1430195,66642
36.3274502,-119.6456844,54686
33.8169599,-118.0372852,49087
41.1339449,-81.4845585,49267
35.6145169,-88.8139469,67685
29.8849504,-93.939947,54135
42.0324025,-87.7416246,65176
25.9812024,-80.148379,38632
41.5623209,-72.6506488,47333
34.1442616,-118.0019482,37101
41.6475306,-88.0895061,39650
29.2858129,-81.0558894,38661
42.0697509,-87.7878408,45417
40.7684342,-74.1454214,41664
41.3144966,-81.83569,44730
40.75839,-82.5154471,46454
35.2827524,-120.6596156,46377
43.2081366,-71.5375718,42419
34.1361187,-117.865339,51074
38.891565,-121.2930079,45237
47.0378741,-122.9006951,48338
37.5949316,-120.9577098,46714
44.4758825,-73.212072,42284
42.5629668,-114.4608711,45981
38.9536174,-94.7335709,50344
32.9341893,-97.229298,42907
34.0200114,-117.9495083,40435
45.4206749,-122.6706498,37610
44.1635775,-93.9993996,40641
39.9356016,-91.4098726,40915
32.5420821,-97.3208492,40714
33.6356618,-96.6088805,39296
33.660297,-117.9992265,197575
26.2378597,-80.1247667,104410
42.2528772,-71.0022705,93494
44.0121221,-92.4801989,110742
31.4637723,-100.4370375,97492
38.9716689,-95.2352501,90811
26.1669711,-80.256595,90116
33.4053867,-86.8113781,84126
41.4047742,-81.7229086,80429
39.0638705,-108.5506486,59778
40.6259316,-75.3704579,75018
38.232417,-122.6366524,59440
44.0462362,-123.0220289,60177
36.9613356,-120.0607176,63105
39.9242266,-83.8088171,59357
42.240872,-83.2696509,61817
40.1933767,-85.3863599,70316
40.3916172,-111.8507662,54382
